,body_text,label
1998, dag but when procmail runs it it doesn t presumably as it dag doesn t have the authorization to communicate with the dag laptop beeing another user i don t know anything about the kde sound server but i d guess your problem is the environment in which procmail runs you don t say what procmail is running from in my case for example procmail is run from fetchmail which is run by a cron job sorry about that procmail is run by the qmail delivery agent to presort all mail i get but anyway i found an error message in procmail log which solved the problem the following line in my delivery script seems to work fine now display 0 0 artsplay btw if you use exmhwrapper found in the misc directory you can generalize this to display cat home exmh display artsplay yes but that probably means that you have to have exmh running on the laptop to get the notification with exmh getting upset by two instances running at the same time this creates the problem that i cannot run to the closest compter to check out the new mail but thanks for the hint i might use that for some other hack brgds dag exmh users mailing list exmh users redhat com https listman redhat com mailman listinfo exmh users ,1
2231, cwg dated 1033065967 2dc492 deepeddy com said from chris garrigues date wed 28 aug 2002 11 07 01 0500 here s a fix that i think will make a real difference ftoc showsequences needs to be able to be called with an optional list of msgids to update and if it s called that way it only removes or adds tags for those messages then in places like msgchange we only update the messages which have changed also a separate ftoc showsequence function which only updates the display of one sequence should be written which also takes an optional list of msgids in a place like msgchange it would only need to update the cur sequence if nobody else gets to it i ll do this when i get back i just checked this in let me know if it helps chris congratulations chris you just made the hall of fame speed is much better now i haven t done any tests but i d say that latency dropped 2 3 times and we re back in good shape again well done anders exmh workers mailing list exmh workers redhat com https listman redhat com mailman listinfo exmh workers ,1
1994,having great fun trying to find a dumb adsl modem with ethernet presentation everybody wants to sell routers but i intend on doing pppoe from another device something with more than one ethernet port would be nice anybody got any recommendations uly original message from to cc sent monday october 07 2002 10 35 am subject re ilug adsl router modem combo it seems to only support pppoa and not pppoe you need one that supports pppoe if you want torun it in routed ip mode if you are using it as a bridge it ll probably work but you d be left leaving the computer on which would defeat the purpose of getting a router the best router i ve come accross is the zyxel 643 eircom supply this but if you have alook online you can probably find it cheaper to buy online from america or the uk hope this is useful joe irish linux users group ilug linux ie http www linux ie mailman listinfo ilug for un subscription information list maintainer listmaster linux ie irish linux users group ilug linux ie http www linux ie mailman listinfo ilug for un subscription information list maintainer listmaster linux ie ,1
766,url http www newsisfree com click 4 8512678 1440 date not supplied drugs designed to prevent the complications of diabetes may work by slowing accelerated ageing future versions may delay symptoms of ageing in everyone ,1
358,oh well uh thank you russell lol i think c on sat 7 sep 2002 russell turpin wrote robert harley it is perfectly obvious that heterosexual promiscuity is exactly precisely identical between males and females yeah assuming approximately equal populations but that obscures the different modes of promiscuity both the person who gives sex for money or power or companionship and the person who uses money and power and companionship to get sex are promiscuous in the broadest sense of the word but their motives and behavior are quite different langur monkeys were the example in the cited article dominant males kill babies that are not their own the dominant male monkey seeks to defend his harem of females but cozying up to the current dominant male isn t the best strategy for female langurs because dominant males are dethroned by rivals every 27 months or so by mating with as many extra group males as possible female langurs ensure their offspring against infanticide by the male who is likely next to rule the roost maybe it s just me but that doesn t paint a picture of carefree females engaged in joyously promiscuous couplings the dom cab driver who is taking her two boy toys to new orleans is a better picture of that chat with friends online try msn messenger http messenger msn com i don t take no stocks in mathematics anyway huckleberry finn ,1
1426, and say hello to the cool oooo this is going to cause some stir http www atmos uah edu essl msu background html received via http ontario indymedia org 8081 front php3 article id 12280 using satellites to monitor global climate change earth system science laboratory the university of alabama in huntsville for additional information dr john christy associate professor of atmospheric science earth system science laboratory the university of alabama in huntsville phone 205 922 5763 e mail christy atmos uah edu dr roy spencer space scientist global hydrology climate center nasa marshall space flight center phone 205 922 5960 e mail roy spencer msfc nasa gov summary as part of an ongoing nasa uah joint project dr john christy of uah and dr roy spencer of nasa s marshall space flight center use data gathered by microwave sounding units msus on national oceanic and atmospheric administration tiros n satellites to get accurate direct measurements of atmospheric temperatures for almost all regions of the earth including remote deserts rain forests and oceans for which reliable temperature data are not otherwise available the accuracy and reliability of temperature data gathered by the satellites since january 1979 has been confirmed by comparing the satellite data to independent temperature data a recent study 1 found a 97 percent agreement between the msu data and temperatures measured by thermometers suspended beneath weather balloons released by meteorologists for weather observations once the monthly temperature data is collected from the satellites and processed it is placed in a public computer file for immediate access by atmospheric scientists in the u s and abroad it has become the basis for a number of major studies in global climate change and is cited in reports from the intergovernmental panel on climate change gathering the data while traditional thermometers measure the temperature at a specific point in the air a microwave sounding unit on a satellite takes readings that are average temperatures in a huge volume of the atmosphere each of the more than 30 000 readings per day per satellite is an average temperature for more than 75 000 cubic kilometers of air the msu makes a direct measurement of the temperature by looking at microwaves emitted by oxygen molecules in the atmosphere the intensity of the microwave emissions their brightness varies according to temperature christy and spencer developed a method to take the data from several satellites and produce a unified temperature dataset verifying the accuracy of msu measurements a recent comparison 1 of temperature readings from two major climate monitoring systems microwave sounding units on satellites and thermometers suspended below helium balloons found a remarkable level of agreement between the two to verify the accuracy of temperature data collected by microwave sounding units christy compared temperature readings recorded by radiosonde thermometers to temperatures reported by the satellites as they orbited over the balloon launch sites he found a 97 percent correlation over the 16 year period of the study the overall composite temperature trends at those sites agreed to within 0 03 degrees celsius about 0 054 fahrenheit per decade the same results were found when considering only stations in the polar or arctic regions the idea was to determine the reliability of the satellite data by comparing it to an established independent measurement christy said if satellite data are reliable when the satellites are over the radiosonde sites that means you should be able to trust them everywhere else the 99 radiosondes reported an aggregate warming trend of 0 155 degrees celsius about 0 28 fahrenheit per decade since 1979 over those 99 spots on the globe the satellites also recorded a warming trend 0 128 degrees celsius about 0 23 fahrenheit per decade globally however the satellite data show a cooling trend of 0 03 degrees celsius per decade since the first noaa tiros n satellites went into service these 99 radiosonde launch sites are just not distributed evenly around the planet christy said they are not representative of the total globe radiosonde balloons are released from stations around the world usually at noon and midnight greenwich standard time as each balloon climbs from the surface to the stratosphere the temperature is measured and relayed to the ground by radio while there are more than 1 000 radiosonde launch sites globally the data from many sites either are not readily available or are not consistently collected christy used data from 99 sites at which there has been long term systematic and reliable data collection these 99 radiosonde launch sites are in a box bounded by iceland trinidad truk island and alaska in an earlier study an upper air temperature record compiled by noaa from 63 daily weather balloon sites around the world indicated a 17 year climate trend of 0 05 c per decade which was in exact agreement with the satellite data at that time christy said global coverage one advantage of the msu dataset is its global coverage microwave sounding units aboard noaa satellites directly measure the temperature of the atmosphere over more than 95 percent of the globe each satellite measures the temperature above most points on earth every 12 hours the global temperature that has been frequently reported from surface measurements is neither global in extent nor systematic in measurement method it neglects vast oceanic and continental regions including antarctica the brazilian rain forests the sahara desert and greenland the most commonly cited historical temperature dataset is from ground based thermometers more than 5 000 thermometers worldwide provide almost instantaneous local temperature data through links to weather services and scientists most of these thermometers which are usually in small shelters about five feet above the ground are in areas easily accessible to people in the u s and other industrial countries these thermometers are most often found at airports the ground based network is extensive in north america europe russia china and japan it is less comprehensive in africa south america australia and across much of southern asia temperatures on the surface and vertically through the atmosphere are gathered daily by thermometers carried aloft by helium balloons radiosonde balloons are released from stations around the world usually at noon and midnight greenwich standard time while balloon release sites are scattered throughout the world they are concentrated in industrial nations there are more than 1 000 radiosonde launch sites globally if they were evenly distributed around the world that would equal approximately one for every 195 000 square miles of the earth s surface water temperatures which are used to derive estimates of atmospheric temperatures come from thermometers on piers and buoys and aboard ships of opportunity the ships record the temperature of water drawn in to cool their engines the water temperature data from these instruments is also not global in its coverage tending instead to be concentrated in heavily travelled shipping lanes and in harbors in the past 12 years a new system of approximately 100 deep ocean buoys has been established gathering both atmospheric and water temperature data instrument accuracy msu with nine satellites measuring the temperature over periods of from one to six years a method was devised to merge all the data into a single consistent time series each satellite has its own bias that if not calculated and removed would introduce spurious trends the biases are calculated by directly comparing each satellite with others in operation at that time periods of overlapping operation ranged from three months to three years and were sufficient to determine these biases because the msu instruments are so stable and have so many thousands of observations the biases between the satellites are known to within 0 01 deg the final product removes these biases so that all data are referenced to a common base 2 to check the final product comparisons were made over a 16 year period with balloon measurements as stated above and the phenomenal agreement provided the independent validation necessary to conclude that the merging technique developed for this dataset was accurate instrument accuracy ground based thermometers of great concern to scientists is the lack of consistency in the way readings are taken and in the thermometer surroundings since most thermometers for which long term records exist are in towns and cities the effects of population growth and the construction of nearby roads parking lots runways and buildings may cause the temperature to rise a little due of urbanization this temperature change may be an artifact of a local asphalt effect rather than a long term widespread climate change instrument accuracy ships of opportunity while the temperature data collected by ships at sea is reported as a sea surface temperature this data reflects water temperatures from about three to 60 feet below the surface the level from which water is drawn into the ships the thousands of individual thermometers used to collect this data are not calibrated against a scientific standard nor is there a method for verifying the accuracy of either the thermometers or the reports matching temperature readings to specific times and places only in places where there are many overlapping observations can there be any confidence in their accuracy the scientists in 1996 spencer and christy received the american meteorological society s special award they were honored for developing a global precise record of the earth s temperature from operational polar orbiting satellites fundamentally advancing our ability to monitor climate ams special awards are given to individuals or organizations not appropriately recognized by more specifically defined awards and who have made important contributions to the science or practice of meteorology or to the society in 1991 spencer and christy received nasa s exceptional scientific achievement medal dr john christy christy began his scientific career as a senior research associate at uah in 1987 after earning his b a 1973 in mathematics from california state university fresno his m div 1978 from golden gate baptist theological seminary and his m s 1984 and ph d 1987 degrees in atmospheric sciences from the university of illinois he was an instructor of mathematics at parkland college in champaign il 1983 87 an instructor of mathematics at the university of south dakota 1981 82 and an instructor of mathematical sciences at yankton s d college 1980 81 he also served as pastor of the grace baptist church in vermillion s d 1978 82 and as science master at baptist high school nyeri kenya 1973 75 he has published more than 20 refereed scientific papers christy serves on the noaa national scientific review panel for the national climatic data center and on noaa s pathfinder review panel he was an invited key contributor to the 1995 intergovernmental panel on climate change s scientific assessment of climate change and served as a contributor to the 1992 and 1994 ipcc reports dr roy spencer spencer began his career as a research associate at the space science and engineering center in madison wi in 1981 after earning his b s 1978 in meteorology at the university of michigan and his m s 1979 and ph d 1981 degrees in meteorology from the university of wisconsin madison he was a universities space research association visiting scientist at msfc 1984 87 before joining the msfc staff in 1987 he is the u s team leader for the multichannel microwave imaging radiometer team and has served on numerous committees relating to remote sensing he directs a program involving satellite and aircraft passive microwave data to build global climate data sets and to address climate research issues spencer is lead author on sixteen scientific papers bibliography 1 j r christy 1995 climatic change vol 31 pp 455 474 2 j r christy r w spencer and r t mcnider 1995 journal of climate vol 8 pp 888 896 r w spencer j r christy and n c grody 1990 journal of climate vol 3 pp 111 1128 r w spencer and j r christy 1992 journal of climate vol 5 pp 858 see also http science nasa gov newhome headlines essd5feb97 1 htm http science nasa gov newhome headlines notebook essd13aug98 1 htm http www ghcc msfc nasa gov msu hl measuretemp htm http www atmos uah edu atmos christy html gary lawrence murphy garym teledyn com teledynamics communications blog http www auracom com teledyn biz http teledyn com computers are useless they can only give you answers picasso ,1
1847,url http www newsisfree com click 1 8410272 1717 date 2002 09 30t22 21 09 01 00 philly com ,1
185,kind of interesting application of agent technology a mix of telnet and eliza wonder if knownow needs this as a partner http www activebuddy com products index shtml activebuddy inc has developed patented technology for building and deploying interactive agents activebuddy s buddyscript technology powers business solutions that leverage the functionality convenience and appeal of instant messaging to provide an efficient and immediate means of communication with customers and constituents activebuddy technology is proven in the marketplace by the smash success of smarterchild activebuddy s showcase interactive agent launched in june 2001 and visited by over 8 million consumers in its first year of life interactive agents allow your customers and constituents to receive information and services in a natural conversational interface software products buddyscriptt server an end to end software solution for deploying interactive agents buddyscript server provides every component required to operate an interactive agent including connectivity with the messaging network message routing data access message formatting user and session management and detailed tracking buddyscript server is offered in four configurations to meet your capacity needs its scaleable architecture supports virtually unlimited usage more here is a sample conversation on msn messenger with smarterchild mike says how are you smarterchild says great thx you mike says fine what is the weather like in seattle smarterchild says current weather conditions for seattle wa currently 57 f condition few clouds real feel 57 f dewpoint 44 humidity 62 visibility 10 mi wind n 0 mph next time just type weather seattle wa to get the forecast for seattle wa just type forecast ,1
1571, accordingly i wrote unheader py which is mostly a ripoff of something someone else posted to python dev or c l py within the last week or so to strip out sa generated headers tim unless i ve grown senile tonight you got it from anthony to begin tim with please check it in to project and add a short blurb to tim readme txt raring to go once i can write to cvs s ,1
2218, so eugen how many of your homo friends have had 3k lovers in fact thats a general question for fork proper uh zero i m sort of offended at having to take this question seriously like being black and having to actually explain that black people don t all sing and dance i d guess that gay men compared to straight men have a linearly greater number of sexual partners on the order of 1 5 2x but then again it not a monolithic or homogeneous community who knows 3k is utter shite lucas ,1
1206,if you haven t already you should enable the debug log under hacking support preferences and look for clues there reg clemens said hi on sun 01 sep 2002 00 05 03 mdt reg clemens wrote in messages with gnupg signatures but punching the line always gives signature made thu aug 29 00 27 17 2002 mdt using dsa key id bdd f997a can t check signature public key not found so something else is missing yes the public key of the signature you want to check are you really sure that you have the public key of the message s signature if not try downloading it or try to check a signature from which you know you have the public key ah sorry for not making that clearer but no previously v1 0 6 of gnupg there would be a slight pause at this point whi le it went out to get the public key from a keyserver now whether i have the key or not i get the failure message its as if it cant find gpg to execute it but i fixed that path so there must be something else that i am missing reg clemens reg dwf com exmh users mailing list exmh users redhat com https listman redhat com mailman listinfo exmh users brent welch software architect panasas inc pioneering the world s most scalable and agile storage network www panasas com welch panasas com exmh users mailing list exmh users redhat com https listman redhat com mailman listinfo exmh users ,1
1395,funny i read it as green red as in accounting as in fiscally irresponsible which do you think is the worse indictment overregulation or overspending there are many dickheads who buy into the neo conservative media s fox s definiton of liberal as one who seeks to impose both hannity and glove best quote wish i could remember who said it we tend to describe our own party by its ideals and our opponents party by its reality geege original message from fork admin xent com mailto fork admin xent com on behalf of bill humphries sent monday september 23 2002 10 00 pm to fork example com subject re goodbye global warming on monday september 23 2002 at 03 25 pm r a hettinga wrote green red capitalist nazi information content of the above statements 0 meanwhile the angels of light tm are having a great knock down drag out with the eldrich kings of net on xml dev whump bill humphries http www whump com morelikethis ,1
2030, on thu 22 aug 2002 chris chris garrigues wrote chris exmh 267413022p content type text plain chris charset us ascii from anders eriksson date thu 22 aug 2002 20 23 17 0200 oooops doesn t work at all got this on startup and on any attempt to change folde r which fail chris sigh i d already found that and checked it in apparently chris i did so after you checked it out and before you sent this chris mail i hoped i was fast enough that you wouldn t see it chris try again works like a charm it s like the box was on drugs or something however while testing it a selected my favourite folder l k and marked 400 messages unread that took forever or about as long as catch up unseen did before any suggestions a exmh workers mailing list exmh workers redhat com https listman redhat com mailman listinfo exmh workers ,1
2284,on mon 26 aug 2002 19 14 54 0200 matthias saou wrote hi all i ve repackaged the new gkrellm 2 0 0 which is now ported to gtk2 woohoo unfortunately the plugins are incompatible with the previous 1 2 x ones and since not many all have been ported yet i prefer not to release the package on the main freshrpms net site for now for those of you who d like to try it out you can grab it here http ftp freshrpms net pub freshrpms testing gkrellm i think the themes are still compatible but haven t tried to install some with 2 0 0 yet last note the above packages are for valhalla and yes although gnome 2 is not in valhalla gtk2 and glib2 have been from the very beginning sweet dude i was really hoping it d be out sooner or later thanks a bunch brian fahrl nder linux zealot conservative and technomad evansville in my voyage http www countermoon com icq 5119262 i ve been complaining for years and almost no one listened windows is just easier you said i don t want to learn anything new you said tell me how easy this is http www guardian co uk archive article 0 4273 4477138 00 html rpm list mailing list http lists freshrpms net mailman listinfo rpm list ,1
1827,url http boingboing net 85482094 date not supplied janis ian a brave and talented recording artist and budding and talented science fiction writer has done a terrific interview with the slashdot groupmind about her views on the music industry seriously diversity is something record companies can t afford anymore not the majors at any rate i d go to this article posted at linux journal which quotes a newsweet article july 15 2002 by steven levy saying so why are the record labels taking such a hard line my guess is that it s all about protecting their internet challenged business model their profit comes from blockbuster artists if the industry moved to a more varied ecology independent labels and artists would thrive to the detriment of the labels which would have trouble rustling up the rubes to root for the next britney the smoking gun comes from testimony of an riaa backed economist who told the government fee panel that a dramatic shakeout in webcasting is inevitable and desirable because it will bring about market consolidation that s really it in a nutshell market consolidation means the less artists they have to promote the less ultimate dollars they ll spend the smaller the playlist the greater the chance that audiences will buy something from that playlist alone because that s all you ll be able to find out there link 1 discuss 2 1 http slashdot org article pl sid 02 09 23 133228 2 http www quicktopic com boing h 8neqcxzap8u6x ,1
142, table id autonumber2 style border collapse collapse bordercolor 111111 cellspacing 1 cellpadding 0 width 715 border 0 img src http www frugaljoe com logo jpg border 0 img height 1 src http www salealerts com dot gif width 1 border 0 never pay retail img height 20 src http www salealerts com dot gif width 459 border 0 img height 1 src http www salealerts com dot gif width 1 border 0 chdvd com from columbia house the columbia house dvd club is the best way to build your dvd collection check out today s best sellers like ocean s 11 harry potter and the sorcerer s stone gladiator and many more join now and you can nbsp get 4 dvds for 49 cent each shipping amp processing only 1 99 per dvd details spotlight nbsp nbsp nbsp nbsp nbsp ocean s 11starring george clooney brad pitt matt damon nbsp harry potter and the sorcerer s stonestarring daniel radcliffe rupert grint emma watson nbsp gladiatorstarring russell crowe joaquin phoenix nbsp more titles choose from these many more hot releases at chdvd com the others training day pearl harbor 2001 60th anniversary commemorative edition moulin rouge 2001 braveheart nbsp shrek special edition spy game american pie 2 collector s edition unrated gone in 60 seconds the green mile more hits matrix fast and the furious 2001 collector s edition serendipity titanic saving private ryan special limited edition nbsp table id autonumber3 style border collapse collapse bordercolor 111111 cellspacing 1 cellpadding 0 width 715 border 0 img height 1 src dot gif width 1 border 0 img src http www frugaljoe com logo jpg border 0 img height 1 src http www salealerts com dot gif width 1 border 0 you have received this email because you have subscribed through one of our marketing partners if you would like to learn more about frugaljoe com then please visit our website www frugaljoe com if this message was sent to you in error or if you would like to unsubscribe please click a href http www frugaljoe com unsubscribe php eid moc cnietonten mj 1754388 12a1 here or cut and paste the following link into a web browser http www frugaljoe com unsubscribe php eid moc cnietonten mj 1754388 12a1 img height 20 src http www salealerts com dot gif width 459 border 0 ,0
1236,understand not enough caffeine absorbed yet this morning 7 00am here for me drs in forteana y webmaster wrote right talking stick but what the hell is marathon snickers jif cif and calls itself secret chiefs drs rebranding taking something and changing nothing about it except its name in the uk marathon bars became snickers bar jif cleaning fluid became cif and talking stick became secret chiefs y know scott at once a fun fair a petrified forest and the great temple of amun at karnak itself drunk and reeling in an eccentric earthquake join the world s largest e mail service with msn hotmail http www hotmail com to unsubscribe from this group send an email to forteana unsubscribe egroups com your use of yahoo groups is subject to http docs yahoo com info terms yahoo groups sponsor 4 dvds free s p join now http us click yahoo com pt6ybb nxieaa mvfiaa 7gsolb tm to unsubscribe from this group send an email to forteana unsubscribe egroups com your use of yahoo groups is subject to http docs yahoo com info terms ,1
1429,url http www newsisfree com click 0 8357893 215 date 2002 09 29t00 40 02 01 00 it wasn t just the lack of wellies that made this protest different it was the mix of the marchers writes euan ferguson ,1
336,me and my friends have this brand new idea a live webcam a href http 31 30 31 31 30 31 31 31 30 31 31 31 31 30 31 30 31 30 31 30 31 30 31 31 31 30 31 30 31 30 31 30 31 30 31 30 31 30 31 30 31 30 31 31 30 31 30 31 30 31 30 31 30 31 30 31 30 31 30 31 30 31 31 30 31 30 31 31 30 31 30 3 1 30 31 30 31 30 31 30 31 30 31 30 31 30 31 30 31 30 31 31 30 31 30 31 30 31 30 31 30 31 30 31 30 31 30 31 31 30 30 30 31 30 31 31 30 31 31 31 30 31 30 31 30 31 30 31 30 31 30 30 30 31 31 30 31 30 31 30 31 31 30 31 30 31 30 31 30 31 31 30 31 34 2e 34 37 2e 39 36 2e 31 34 31 msga html click here this is not spam you have received this e mail because at one time or another you entered the weekly draw at one of our portals or ffa sites we comply with all proposed and current laws on commercial e mail under bill s 1618 title iii passed by the 105th congress if you have received this e mail in error we apologize for the inconvenience and ask that you remove yourself click here to unsubscribe cvstceuyxxkxgnxskjnc ,0
308,hello by reading the short summary just below you will see how you can learn new skills in communication do a direct marketing program on the internet and at the same time earn 100 000 or more to enable you to change your life summary just read this summary follow the actions that it advises and start earning some serious money you will learn new skills in communications and how to market on the internet what a deal your total cash investment is just 50 00 step 1 if this is the first time you have seen this message and you have not joined in this program before then take out five us 10 00 bills total 50 investment and mail out 10 00 each to the following people to purchase five guides on communications for each guide that you will be ordering and buying write out on a sheet of plain white paper your own name address and your own email address and the number and name of the guide that you are buying then fold the paper put the 10 00 bill inside the sheet of paper insert the paper and 10 00 bill into an envelope address the envelope with the name and address of the person whose name is shown under each guide below and mail the envelope by first class or air mail be sure to put enough postage stamps on the envelopes no need to send by registered mail list of five names guide 1 how to be a more effective public speaker order guide 1 for us 10 00 cash from in addition to guide 1 you will receive a valuable marketing guide a million bucks from the internet free of charge derrick nguyen 9530 whitmore st el monte ca 91733 usa guide 2 how to give a business presentation order guide 2 for us 10 00 cash from tim fai gpo box 260 macau via hong kong guide 3 how to write more effectively order guide 3 for us 10 00 cash from luis pastor apartado 81 48080 bilbao spain guide 4 what to do at a social function order guide 4 for us 10 00 cash from chester waldvogel 11 chestnut way berlin md 21811 usa guide 5 how to sharpen your mind order guide 5 for us 10 00 cash from j siden krondikesvagen 54 a 83147 ostersund sweden end of list of five names step 2 these guides will be emailed to you save these guides on your computer s hard disk as other people will be ordering these guides from you paying you for them and you will need to email the guides to the new buyers step 3 from the list of names above delete the name and address of the person shown under guide 5 and replace that slot with the name and address of the person from guide 4 s slot be sure to copy the name and address exactly as shown check the address again step 4 delete name and address under guide 4 and replace with the name and address from guide 3 s slot step 5 delete name and address under guide 3 and replace with the name and address from guide 2 s slot step 6 delete name and address under guide 2 and replace with the name and address from guide 1 s slot step 7 delete name and address under guide 1 and replace with your own name and address this step is how your own name and address is entered into the list of names to receive orders for the guides eventually your own name will go down the list of names until you have reached guide 5 and then be dropped from the list the key point is that the number of people ordering guides from you will grow larger the lower down the list your name goes step 8 once you have completed this new list send out this new email which shows your name under guide 1 to as many email addresses as possible as many as 100 000 emails or even more the greater the number of mailings you make potentially the greater the number of people who will order the guide 1 from you these people will then make new emails to send out to their addresses with the email showing your name under guide 2 and so on this is all you need to do if you wish to read the rest of this email message then do so if not just do the 8 steps shown above remember the key point is to send out as many emails as possible in step 8 and to encourage and help those who purchase the guides from you to send out emails of their own do not change anything other than what is instructed because if you do it will not work for you your immediate reaction might be why not replace all the names on the list with the names of your spouse kids relatives and friends that might seem to you like a clever move because new buyers will be sending their money to these people but that move is the exact opposite of what is to your benefit what will benefit you most is having people who will send out emails seek new buyers and provide assistance to new buyers if the people you slip into that list aren t going to be sending new emails you re only hurting yourself by effectively closing down the program with your name on top of the list of the names that you have inserted there wouldn t be new buyers coming in so your sly maneuver will gain you exactly zero furthermore if you have done the work and your name has worked its way to further down the list by then you deserve the rewards and earnings from that effort and it would be unethical for anyone to remove your name for whatever reason don t do it to others remember honesty reaps the reward you may have a concern that after sending the total 50 to the five people on the list that one of the people will just take your money and not send you the guide well rest assured as we said above it s to our benefit to have you as a satisfied buyer who will actively send out emails to find new buyers so don t think the people on the list will try to cheat you or to stiff you for 10 00 the people on the list would rather have you working hard because your effort will benefit them as well as you later on when other buyers send you the order to buy the guides fulfill your end of the deal by sending the ordered guide to the buyer don t cheat provide efficient and honest service and we will all benefit end of summary rest of message with easy to use email tools and opt in email success in this business is now well within the capabilities of ordinary people who may not have done any internet marketing before and the earnings potential is staggering read this email to the end follow what it says and you will not worry whether a recession is coming or not or whether or not you can afford to buy that new car or home that you have been looking for yes i know what you are thinking i never responded to one of these before either one day though something made me feel you use 50 going to a movie for 2 hours with your spouse friend or child plus a simple meat at a restaurant why the heck not no matter where you believe those feelings came from i thank every day that feeling came over me i cannot imagine where i would be or what i would be doing had i not read on it works and when you read the guides you ll learn how to become a more effective communicator what can be better a way to improve your self image and confidence and at the same time have the potential to recover your investment and make some good money making over half a million dollars every 4 to 5 months from your home if you work on this program you will learn a lot about direct marketing on the internet if you believe direct marketing via the internet is the way sales and marketing will be done in the future then the experience you will gain here could be a real boost in your work career possibly even providing a new career for you print this message for future reference if you want to make serious money read this message until you understand it completely and feel confident to follow through on what it advises follow the simple instruction above and your financial dreams can come true remember this method has been tested and if you alter it it will not work this is a legitimate business you are offering a product for sale to a buyer treat it as such and you can see money coming to you in a reasonable period of time depending on the collective efforts of yourself and the others on the list of five take this entire email with the modified list of names and save it on your computer do not make any other changes there are 2 methods to get this venture going method 1 by sending bulk email legally let s say that you start small to see how it goes and that you and those involved send out only 5 000 emails each let s also assume that the mailing receives only a 0 1 1 10 of 1 response the response could be much better but let s just say it is only 0 1 also many people will send out hundreds of thousands of emails instead of only 5 000 each out of your 5 000 emails and a 0 1 response that is only 5 orders for guide 1 those 5 people who responded also send out 5 000 emails each for a total of 25 000 out of those 25 000 emails only 0 1 responded with orders that s 25 people who responded and ordered guide 2 those 25 people mail out 5 000 e mails each for a total of 125 000 emails the 0 1 response to that is 125 orders for guide 3 those 125 people send 5 000 emails each for a total of 625 000 emails sent out the 0 1 response is 625 orders for guide 4 those 625 people send out 5 000 emails each for a total of 3 125 000 emails the 0 1 response to that is 3 125 orders for guide 5 or 31 250 at 10 per guide this may seem a small amount to you but remember we used a very low response rate with a small number of emails being sent out see what happens if you can get the response rate up just slightly if response rate is 0 1 income from guides 1 5 is 50 250 1 250 6 250 31 250 39 050 as above if response rate is 0 15 income from guides 1 5 is 75 560 4 220 31 640 237 300 273 795 if response rate is 0 2 income from guides 1 5 is 100 1 000 10 000 100 000 1 000 000 1 111 100 dare to think for a moment what would happen if everyone or half or even one 4th of those people mailed 100 000 emails each or more from the example above you can see the power of leveraging that is how much greater is the amount of money from a small increase in the response rate there are over 200 million people on the internet worldwide and counting with thousands more coming online every day method 2 placing free ads on the internet advertising on the net is very very inexpensive and there are many free places to advertise placing a lot of free ads on the internet will get a response we strongly suggest you start with method 1 and add method 2 as you go along for every 10 you receive all you must do is email the guide the buyer ordered always provide same day service the people you buy these guides from will assist and advise you how to get the large number of email addresses that you need to send the new email containing your name and address in return when others buy the guides from you you also should help those buyers to resell the guides to their email addresses this will benefit you because your name would be further down the list and their new buyers will buy from you this is no different than customer service in the retail or the bricks and mortars business available guides the reason for the cash is not because this is illegal or somehow wrong it is simply about time time for checks or credit cards to be cleared or approved etc concealing it is simply so no one can see there is money in the envelope and steal it before it gets to you order each guide by its number name only always send a single 10 bill u s currency for each guide checks not accepted make sure the cash is hidden by wrapping it in at least 2 sheets of paper on one of those sheets of paper write the number the name of the guide you are ordering your email address and your name and postal address be sure to address the envelope correctly and put the proper amount of stamps to mail the envelope place your order for these guides now from the name and address list shown at the beginning of this email your success guidelines if you do not receive at least 10 orders for guide 1 within 2 weeks continue sending emails until you do two to three weeks after you receive 10 orders you should receive 100 orders or more for guide 2 if not continue advertising or sending emails until you do once you have received 100 or more orders for guide 2 you can see the program is working and cash should continue coming in this is important to remember continue to assist new buyers with advice and instruction on how to send out more emails you can keep track of progress by noting which guides people are ordering from you if you want to generate more income send another batch of emails and start the whole process again there is no limit to the income you can generate a note from the originator of this program you have just received information that can give you financial freedom to really change your life but i don t wish to kid you this requires a bit of effort you can make more money in the next few weeks and months than you have ever imagined follow the program exactly as instructed remember to email the revised copy of this email after you have put your name and address in guide 1 and moved others to 2 5 slots as instructed above one of the people you send this to may send out 100 000 or more emails and your name will be on every one of them remember the more you send out the more potential buyers you will reach it is up to you order the guides now and embark on the road to financial security upon your purchase of any guide 1 through 5 the copyright owner assigns to you two important rights 1 the right to resell and to distribute via the internet the guide that you have purchased and 2 the right to assign to your buyer of the guide the further right for your buyer to resell that guide included in your purchase of guide 1 is a valuable report on how to market on the internet it s free of charge and will give you the tools you need the right to print any of the material contained in the guides is reserved exclusively for the copyright owner your right to resell and to distribute copies of the guide applies only to the internet and or world wide web via electronic distribution you may not print out the guides to sell or distribute in any way you may print a copy of the guides for your own personal use to enhance your communication skills this message is not intended for residents of localities that have legal ordinances prohibiting engaging in such programs screening of addresses has been done to the best of our ability this message is only being sent once to recipients and thus is no need to remove your email address from our mailing list you will not be receiving further emails with this message iangxsifpkvgobwlxwhvvxfs ,0
